ID Google Scholar,Name,Affiliation,Citations,Profile URL
aYwJSPcAAAAJ,budi prastowo,"Dosen bidang hukum Pidana, Universitas Katolik Parahyangan",1,https://scholar.google.com/citations?hl=en&user=aYwJSPcAAAAJ
PMEbIDQAAAAJ,Dian Sadeli,"Lecturer of Business Administration, Parahyangan Catholic University",1,https://scholar.google.com/citations?hl=en&user=PMEbIDQAAAAJ
pOvExCQAAAAJ,Shelvi Shelvi,Universitas Katolik Parahyangan,1,https://scholar.google.com/citations?hl=en&user=pOvExCQAAAAJ
PvVPdgIAAAAJ,Muhammad Rayhan Sudrajat,Sound Arts Lecturer at Universitas Katolik Parahyangan (UNPAR),1,https://scholar.google.com/citations?hl=en&user=PvVPdgIAAAAJ
uSWiuHMAAAAJ,Viona Wijaya,Universitas Katolik Parahyangan,1,https://scholar.google.com/citations?hl=en&user=uSWiuHMAAAAJ
6RNgXCQAAAAJ,Muhammad Maulidza,Universitas Katolik Parahyangan,1,https://scholar.google.com/citations?hl=en&user=6RNgXCQAAAAJ
uRShG9MAAAAJ,Yuanita Puspita Dewi Sudarso,,1,https://scholar.google.com/citations?hl=en&user=uRShG9MAAAAJ
grvcecsAAAAJ,Theo Frids Marulitua,Universitas Katolik Parahyangan,1,https://scholar.google.com/citations?hl=en&user=grvcecsAAAAJ
_Ofmq7YAAAAJ,HELENA YOSA SUNDARA,Universitas Katolik Parahyangan,1,https://scholar.google.com/citations?hl=en&user=_Ofmq7YAAAAJ
cBIgxRgAAAAJ,Marion Siagian,Universitas Katolik Parahyangan,1,https://scholar.google.com/citations?hl=en&user=cBIgxRgAAAAJ
Xl4dfzoAAAAJ,Fadhillah Eka Wardhana,Universitas Katolik Parahyangan,1,https://scholar.google.com/citations?hl=en&user=Xl4dfzoAAAAJ
rk8CzJcAAAAJ,Gorivana Ageza,"Dosen, Fakultas Filsafat, Universitas Katolik Parahyangan",1,https://scholar.google.com/citations?hl=en&user=rk8CzJcAAAAJ
Y3ezGHoAAAAJ,Gabriel Marcelinus Natanael,Universitas Katolik Parahyangan,1,https://scholar.google.com/citations?hl=en&user=Y3ezGHoAAAAJ
xwmhwbcAAAAJ,Maria Lusiana Florentin Werang,Student at Parahyangan Catholic University,1,https://scholar.google.com/citations?hl=en&user=xwmhwbcAAAAJ
4fDJpQ0AAAAJ,Fahry Panca Nugraha,Universitas Katolik Parahyangan,1,https://scholar.google.com/citations?hl=en&user=4fDJpQ0AAAAJ
kbYwv-cAAAAJ,Muhammad Rizki,Universitas Katolik Parahyangan,1,https://scholar.google.com/citations?hl=en&user=kbYwv-cAAAAJ
NKjSJYIAAAAJ,Jh Fandi Gilar Saputro,Universitas Katolik Parahyangan,1,https://scholar.google.com/citations?hl=en&user=NKjSJYIAAAAJ
6c1XVRsAAAAJ,Franky Ali Mallatang Lumbantobing,Universitas Katolik Parahyangan,1,https://scholar.google.com/citations?hl=en&user=6c1XVRsAAAAJ
cKCk0MMAAAAJ,Agrielsa Alphasati Sinaga,Universitas Katolik Parahyangan,1,https://scholar.google.com/citations?hl=en&user=cKCk0MMAAAAJ
6KEyA1kAAAAJ,Immanuel Raynaldo Santjoko,Research Assistant,1,https://scholar.google.com/citations?hl=en&user=6KEyA1kAAAAJ
gtcsCE4AAAAJ,Grice Ine,"Public Administration, Parahyangan Catholic University",1,https://scholar.google.com/citations?hl=en&user=gtcsCE4AAAAJ
fC1xwbIAAAAJ,"Nabilla Ditya Putri, SM",Parahyangan Catholic University,1,https://scholar.google.com/citations?hl=en&user=fC1xwbIAAAAJ
z3lJT1EAAAAJ,Desma,Universitas Katolik Parahyangan,1,https://scholar.google.com/citations?hl=en&user=z3lJT1EAAAAJ
cVj_A1kAAAAJ,Maria Fransiska Hanna,Universitas Katolik Parahyangan,0,https://scholar.google.com/citations?hl=en&user=cVj_A1kAAAAJ
hfNwVDAAAAAJ,Nenny Samudra,universitas katolik parahyangan,0,https://scholar.google.com/citations?hl=en&user=hfNwVDAAAAAJ
T9ndR1wAAAAJ,Gismawa Putri Silalahi,Universitas Katolik Parahyangan,0,https://scholar.google.com/citations?hl=en&user=T9ndR1wAAAAJ
_apORZcAAAAJ,Ruth Dea Juwita,Universitas Katolik Parahyangan,0,https://scholar.google.com/citations?hl=en&user=_apORZcAAAAJ
ZHKrNrQAAAAJ,Raden Rizal Rukanda,Parahyangan Catholic University,0,https://scholar.google.com/citations?hl=en&user=ZHKrNrQAAAAJ
y30IFZwAAAAJ,Cosmas Lili Alika,Universitas Katolik Parahyangan,0,https://scholar.google.com/citations?hl=en&user=y30IFZwAAAAJ
SFswdbQAAAAJ,Michaella Shinta,"Staff, Parahyangan Catholic University",0,https://scholar.google.com/citations?hl=en&user=SFswdbQAAAAJ
XDfj9fUAAAAJ,Damar Ananggadipa,Parahyangan Catholic University,0,https://scholar.google.com/citations?hl=en&user=XDfj9fUAAAAJ
prQLHv4AAAAJ,Hoki Cahyadi Nugroho,Universitas Katolik Parahyangan,0,https://scholar.google.com/citations?hl=en&user=prQLHv4AAAAJ
uYwmbJUAAAAJ,MATHILDA DWI LESTARI,Universitas Katolik Parahyangan,0,https://scholar.google.com/citations?hl=en&user=uYwmbJUAAAAJ
EIwwrEcAAAAJ,Mardiana Mardiana,Universitas Katolik Parahyangan,0,https://scholar.google.com/citations?hl=en&user=EIwwrEcAAAAJ
nQiUx0UAAAAJ,RACHEL GAVRIELA,Universitas Katolik Parahyangan,0,https://scholar.google.com/citations?hl=en&user=nQiUx0UAAAAJ
zjOMx0QAAAAJ,Glenn Bonaventura Wijaya,"Mechatronics Engineering Student, Parahyangan Catholic University",0,https://scholar.google.com/citations?hl=en&user=zjOMx0QAAAAJ
2V3V7NAAAAAJ,Patrick Limin Stiady,Lecturer of Economics Department,0,https://scholar.google.com/citations?hl=en&user=2V3V7NAAAAAJ
fqpaE9oAAAAJ,Michelle Kurniawan,Universitas Katolik Parahyangan,0,https://scholar.google.com/citations?hl=en&user=fqpaE9oAAAAJ
rE2CwDIAAAAJ,feby ivalerina kartikasari,Unpar,0,https://scholar.google.com/citations?hl=en&user=rE2CwDIAAAAJ
KN2R2b4AAAAJ,Keenan Adiwijaya Leman,Parahyangan Catholic University,0,https://scholar.google.com/citations?hl=en&user=KN2R2b4AAAAJ
8Ob-RPMAAAAJ,Fransky Ryadi,Universitas Katolik Parahyangan,0,https://scholar.google.com/citations?hl=en&user=8Ob-RPMAAAAJ
p5qP5JMAAAAJ,Anggolo Purnomo,,0,https://scholar.google.com/citations?hl=en&user=p5qP5JMAAAAJ
4TNEWBAAAAAJ,Hindra Mulya,"Lecturer, Parahyangan Catholic University",0,https://scholar.google.com/citations?hl=en&user=4TNEWBAAAAAJ
4bA9c2MAAAAJ,Timothy Arviando Andrade,,0,https://scholar.google.com/citations?hl=en&user=4bA9c2MAAAAJ
xcfLEhUAAAAJ,Cindyawati,Universitas Katolik Parahyangan,0,https://scholar.google.com/citations?hl=en&user=xcfLEhUAAAAJ
ziJupacAAAAJ,Fahdan Tandri Faadila,Parahyangan Catholic University,0,https://scholar.google.com/citations?hl=en&user=ziJupacAAAAJ
COCIBdwAAAAJ,Leo Kristian Eka Putra Diarsa,Universitas Katolik Parahyangan,0,https://scholar.google.com/citations?hl=en&user=COCIBdwAAAAJ
LkWOZawAAAAJ,CINDY CLARISSA GABRIELA FEBRIAN,Universitas Katolik Parahyangan dan STT Kharisma Bandung,0,https://scholar.google.com/citations?hl=en&user=LkWOZawAAAAJ
d1Y3rOgAAAAJ,Rafael Juan Farand,Parahyangan Catholic University,0,https://scholar.google.com/citations?hl=en&user=d1Y3rOgAAAAJ
Kid9qJwAAAAJ,Maria Orchita Bella,"Departement of Architecture, Parahyangan Catholic University, Indonesia",0,https://scholar.google.com/citations?hl=en&user=Kid9qJwAAAAJ
IuIVIp0AAAAJ,Marchelino Joshua,Graduate Student of Theology Faculty of Philosophy Parahyangan Catholic University …,0,https://scholar.google.com/citations?hl=en&user=IuIVIp0AAAAJ
n2spgNYAAAAJ,Vincent Sebastian Wu,"Alumnus, Parahyangan Catholic University",0,https://scholar.google.com/citations?hl=en&user=n2spgNYAAAAJ
dN-8pGgAAAAJ,Lisa Keizia Halim,Universitas Katolik Parahyangan,0,https://scholar.google.com/citations?hl=en&user=dN-8pGgAAAAJ
3ZijAUsAAAAJ,Shabrina Anjarany,,0,https://scholar.google.com/citations?hl=en&user=3ZijAUsAAAAJ
v27-6jcAAAAJ,Fany Fernita,Parahyangan Catholic University,0,https://scholar.google.com/citations?hl=en&user=v27-6jcAAAAJ
M0Zv0isAAAAJ,Michael Andrianto Gunarso,Student,0,https://scholar.google.com/citations?hl=en&user=M0Zv0isAAAAJ
Gj6qGCcAAAAJ,"Verawaty Sinaga, S.Pd., M.Pd.",Universitas Katolik Parahyangan,0,https://scholar.google.com/citations?hl=en&user=Gj6qGCcAAAAJ
c8nviNcAAAAJ,Maulida Sri Handayani,,0,https://scholar.google.com/citations?hl=en&user=c8nviNcAAAAJ
7GGcfKwAAAAJ,"Sonia Zipora, S.Ars., M.Ars","Lecturer, Parahyangan Catholic University",0,https://scholar.google.com/citations?hl=en&user=7GGcfKwAAAAJ
8NuGSC8AAAAJ,Steven Sergio,Parahyangan Catholic University,0,https://scholar.google.com/citations?hl=en&user=8NuGSC8AAAAJ
RDUdC5EAAAAJ,VIONA ELIZABETH PERMANA,Universitas Katolik Parahyangan,0,https://scholar.google.com/citations?hl=en&user=RDUdC5EAAAAJ
OFmZDrgAAAAJ,ARYA ADHI SAPUTRA,Parahyangan Catholic University,0,https://scholar.google.com/citations?hl=en&user=OFmZDrgAAAAJ
s2A-EwcAAAAJ,Dwiky Valeryan Satriyo,Parts Logistic Supervisor,0,https://scholar.google.com/citations?hl=en&user=s2A-EwcAAAAJ
otL_WYQAAAAJ,Erik Nugraha,"Student Doctor of Economics, Faculty of Economics, Parahyangan Catholic University",0,https://scholar.google.com/citations?hl=en&user=otL_WYQAAAAJ
k-LbokgAAAAJ,Ricki Hidayat,Universitas Katolik Parahyangan,0,https://scholar.google.com/citations?hl=en&user=k-LbokgAAAAJ
MMiQsFAAAAAJ,HENRY SUGIHARTO HERNADI,Universitas Katolik Parahyangan,0,https://scholar.google.com/citations?hl=en&user=MMiQsFAAAAAJ
OAXibTEAAAAJ,Deba Luthfia,Universitas Katolik Parahyangan,0,https://scholar.google.com/citations?hl=en&user=OAXibTEAAAAJ
U_NMryUAAAAJ,IVANIA KIMALDA,"Researcher, Parahyangan Catholic University",0,https://scholar.google.com/citations?hl=en&user=U_NMryUAAAAJ
9voE4JIAAAAJ,Meyta Saraswaty Putri,Lecturer of Parahyangan Catholic University,0,https://scholar.google.com/citations?hl=en&user=9voE4JIAAAAJ
lYPAXMMAAAAJ,Yane Lis Cintawati,Catholic Parahyangan University,0,https://scholar.google.com/citations?hl=en&user=lYPAXMMAAAAJ
faXRDYIAAAAJ,Benedict Erick Mutis,Parahyangan Catholic University,0,https://scholar.google.com/citations?hl=en&user=faXRDYIAAAAJ
cFzZ9NsAAAAJ,AGNES BINTANG FEDORA,Universitas Katolik Parahyangan,0,https://scholar.google.com/citations?hl=en&user=cFzZ9NsAAAAJ
